,CMPSI_NM,CMPSI_SCTIN_NM,소재지전체주소,상세영업상태명,lat,lon,kakao_score,지역
215,구름포해수욕장카라반,"일반야영장,카라반,글램핑",충청남도 태안군 소원면 의항리 160-8번지,직권말소,36.84,126.15,2.9,충청남도
216,구름포해수욕장카라반,"일반야영장,카라반,글램핑",충청남도 태안군 소원면 의항리 150-3번지,직권말소,36.84,126.15,2.9,충청남도
217,구만산장 캠핑장,일반야영장,경상남도 밀양시 산내면 봉의리 923번지,폐업,35.6,128.87,5.0,경상남도
218,구만산장 캠핑장,일반야영장,경상남도 밀양시 산내면 봉의리 939번지,영업중,35.6,128.87,5.0,경상남도
219,구미 캠핑장,"일반야영장,카라반",경상북도 구미시 양호동 614-1번지,영업중,36.14,128.38,0.0,경상북도
220,구산오토캠핑장,자동차야영장,경상북도 울진군 기성면 구산리 산 73 구산해수욕장,폐업,36.75,129.47,3.1,경상북도
221,구산오토캠핑장,자동차야영장,경상북도 울진군 기성면 구산리 산 73 구산해수욕장,폐업,36.75,129.47,3.1,경상북도
222,구산오토캠핑장,자동차야영장,경상북도 울진군 기성면 구산리 산 73 구산해수욕장,직권말소,36.75,129.47,3.1,경상북도
223,구산오토캠핑장,자동차야영장,경상북도 울진군 기성면 구산리 산 73 구산해수욕장,직권말소,36.75,129.47,3.1,경상북도
224,구산오토캠핑장,자동차야영장,경상북도 울진군 기성면 구산리 333-26,직권말소,36.75,129.47,3.1,경상북도
225,구산오토캠핑장,자동차야영장,경상북도 울진군 기성면 구산리 339번지,직권말소,36.75,129.47,3.1,경상북도
226,구산오토캠핑장,자동차야영장,경상북도 울진군 기성면 구산리 339-1번지,직권말소,36.75,129.47,3.1,경상북도
227,구산오토캠핑장,자동차야영장,경상북도 울진군 기성면 구산리 339-1번지,직권말소,36.75,129.47,3.1,경상북도
228,구산오토캠핑장,자동차야영장,경상북도 울진군 기성면 구산리 339-1번지,직권말소,36.75,129.47,3.1,경상북도
229,구산오토캠핑장,자동차야영장,경상북도 울진군 기성면 구산리 339-1번지,직권말소,36.75,129.47,3.1,경상북도
230,구수곡 자연휴양림,일반야영장,경상북도 울진군 북면 상당리 325,영업중,37.06,129.29,4.6,경상북도
231,구시포 해수욕장 노을 캠핑장,일반야영장,전라북도 고창군 상하면 자룡리 산 104-183,폐업,35.44,126.43,3.3,전라북도
232,구시포 해수욕장 노을 캠핑장,일반야영장,전라북도 고창군 상하면 자룡리 산 104-183,폐업,35.44,126.43,3.3,전라북도
233,구시포 해수욕장 노을 캠핑장,일반야영장,전라북도 고창군 상하면 자룡리 산 104-183,영업중,35.44,126.43,3.3,전라북도
234,구시포 해수욕장 노을 캠핑장,일반야영장,전라북도 고창군 상하면 자룡리 산 104-183,영업중,35.44,126.43,3.3,전라북도
235,구시포 해수욕장 노을 캠핑장,일반야영장,전라북도 고창군 상하면 자룡리 산 104-183번지,폐업,35.44,126.43,3.3,전라북도
236,구시포 해수욕장 노을 캠핑장,일반야영장,전라북도 고창군 상하면 자룡리 산 104-183번지,폐업,35.44,126.43,3.3,전라북도
237,구시포 해수욕장 노을 캠핑장,일반야영장,전라북도 고창군 상하면 자룡리 산 104-183번지,폐업,35.44,126.43,3.3,전라북도
238,구시포 해수욕장 노을 캠핑장,일반야영장,전라북도 고창군 상하면 자룡리 산 104-183번지,폐업,35.44,126.43,3.3,전라북도
239,구시포 해수욕장 노을 캠핑장,일반야영장,전라북도 고창군 상하면 자룡리 산 104-183번지,폐업,35.44,126.43,3.3,전라북도
240,구시포 해수욕장 노을 캠핑장,일반야영장,전라북도 고창군 상하면 자룡리 산 104-183번지,폐업,35.44,126.43,3.3,전라북도
241,구시포 해수욕장 노을 캠핑장,일반야영장,전라북도 고창군 상하면 자룡리 산 104-183번지,폐업,35.44,126.43,3.3,전라북도
242,구시포 해수욕장 노을 캠핑장,일반야영장,전라북도 고창군 상하면 자룡리 산 104-183번지,폐업,35.44,126.43,3.3,전라북도
243,구시포 해수욕장 노을 캠핑장,일반야영장,전라북도 고창군 상하면 자룡리 산 104-183번지,폐업,35.44,126.43,3.3,전라북도
244,구천계곡야영장,"일반야영장,자동차야영장",경상남도 밀양시 단장면 구천리 1381-29,영업중,35.54,128.92,3.2,경상남도
245,구천동가는길 카라반,"일반야영장,카라반",전라북도 무주군 설천면 삼공리 391-2,영업중,35.9,127.78,4.0,전라북도
246,구천동가는길 카라반,"일반야영장,카라반",전라북도 무주군 설천면 삼공리 524-12번지,영업중,35.9,127.78,4.0,전라북도
247,구천동가는길 카라반,"일반야영장,카라반",전라북도 무주군 설천면 삼공리 411-8번지,영업중,35.9,127.78,4.0,전라북도
248,구천동가는길 카라반,"일반야영장,카라반",전라북도 무주군 설천면 삼공리 519-4,영업중,35.9,127.78,4.0,전라북도
249,무주덕유산계곡글램핑,"일반야영장,자동차야영장,카라반,글램핑",전라북도 무주군 설천면 삼공리 391-2,영업중,35.9,127.78,4.0,전라북도
250,무주덕유산계곡글램핑,"일반야영장,자동차야영장,카라반,글램핑",전라북도 무주군 설천면 삼공리 524-12번지,영업중,35.9,127.78,4.0,전라북도
251,무주덕유산계곡글램핑,"일반야영장,자동차야영장,카라반,글램핑",전라북도 무주군 설천면 삼공리 411-8번지,영업중,35.9,127.78,4.0,전라북도
252,무주덕유산계곡글램핑,"일반야영장,자동차야영장,카라반,글램핑",전라북도 무주군 설천면 삼공리 519-4,영업중,35.9,127.78,4.0,전라북도
253,무주 글램핑,글램핑,전라북도 무주군 설천면 삼공리 391-2,영업중,35.9,127.78,3.3,전라북도
254,무주 글램핑,글램핑,전라북도 무주군 설천면 삼공리 524-12번지,영업중,35.9,127.78,3.3,전라북도
255,무주 글램핑,글램핑,전라북도 무주군 설천면 삼공리 411-8번지,영업중,35.9,127.78,3.3,전라북도
256,무주 글램핑,글램핑,전라북도 무주군 설천면 삼공리 519-4,영업중,35.9,127.78,3.3,전라북도
257,국립낙안민속자연휴양림야영장,일반야영장,전라남도 순천시 낙안면 동내리 산 3-1,폐업,34.91,127.35,0,전라남도
258,국립용화산자연휴양림,자동차야영장,강원도 춘천시 사북면 고성리 산 102-13,영업중,38.01,127.76,4.2,강원도
259,국립자연휴양림관리소,자동차야영장,강원도 횡성군 둔내면 삽교리 산 1-4번지,영업중,37.52,128.29,0.0,강원도
260,국립지리산 자연휴양림,일반야영장,경상남도 함양군 마천면 삼정리 산 161번지,영업중,35.35,127.64,4.8,경상남도
261,국립천관산자연휴양림,일반야영장,전라남도 장흥군 관산읍 농안리 산 72-1,영업중,34.55,126.9,3.3,전라남도
262,국립회문산자연휴양림,일반야영장,전라북도 순창군 구림면 안정리 40-2,영업중,35.5,127.12,3.7,전라북도
263,국망봉 자연휴양림캠핑장,일반야영장,경기도 포천시 이동면 장암리 산 74번지,영업중,38.03,127.4,2.3,경기도
264,국민운문산자연휴양림야영장,일반야영장,경상북도 청도군 운문면 신원리 산 29-6번지,영업중,35.65,129.02,0,경상북도
265,국토정중앙천문대야영장,자동차야영장,강원도 양구군 남면 도촌리 96-5 국토정중앙 천문대,영업중,38.07,128.03,0.0,강원도
266,굼벵이캠핑농원,일반야영장,충청남도 태안군 이원면 내리 523-1번지,영업중,36.94,126.29,5.0,충청남도
267,꾸지나무골해수욕장번영회야영장,일반야영장,충청남도 태안군 이원면 내리 523-1번지,영업중,36.94,126.29,0,충청남도
268,귀한농부학교 캠핑장,자동차야영장,경기도 파주시 법원읍 금곡리 422,영업중,37.88,126.87,4.5,경기도
269,파주쇠꼴마을고고캠핑장,자동차야영장,경기도 파주시 법원읍 금곡리 422,영업중,37.88,126.87,0,경기도
270,귤빛캠핑장,일반야영장,제주특별자치도 제주시 조천읍 대흘리 172,영업중,33.5,126.67,5.0,제주특별자치도
271,귤암리캠핑장,자동차야영장,강원도 정선군 정선읍 귤암리 171,영업중,37.34,128.61,5.0,강원도
272,그날카라반,"일반야영장,카라반",전라북도 무주군 설천면 심곡리 651번지,영업중,35.91,127.75,5.0,전라북도
273,그루터기캠핑장,자동차야영장,강원도 양양군 서면 서림리 375-1,휴업,37.96,128.51,0.0,강원도
274,그루터기캠핑장,자동차야영장,강원도 양양군 서면 서림리 371-2,영업중,37.96,128.51,0.0,강원도
275,솔바람 야영장,자동차야영장,강원도 양양군 서면 서림리 375-1,휴업,37.96,128.51,4.2,강원도
276,솔바람 야영장,자동차야영장,강원도 양양군 서면 서림리 371-2,영업중,37.96,128.51,4.2,강원도
277,그린스톤 오토캠핑장,일반야영장,경상북도 문경시 가은읍 완장리 351,영업중,36.68,127.98,4.0,경상북도
278,그린하우스캠핑장,일반야영장,경상북도 경주시 산내면 대현리 495-1,영업중,35.72,129.07,0.0,경상북도
279,그린하우스캠핑장,일반야영장,경상북도 경주시 산내면 대현리 479,영업중,35.72,129.07,0.0,경상북도
280,그린하우스캠핑장,일반야영장,경상북도 경주시 산내면 대현리 465,영업중,35.72,129.07,0.0,경상북도
281,산장펜션 캠핑장,일반야영장,경상북도 경주시 산내면 대현리 495-1,영업중,35.72,129.07,0.0,경상북도
282,산장펜션 캠핑장,일반야영장,경상북도 경주시 산내면 대현리 479,영업중,35.72,129.07,0.0,경상북도
283,산장펜션 캠핑장,일반야영장,경상북도 경주시 산내면 대현리 465,영업중,35.72,129.07,0.0,경상북도
284,청석들오토캠핑,일반야영장,경상북도 경주시 산내면 대현리 495-1,영업중,35.72,129.07,5.0,경상북도
285,청석들오토캠핑,일반야영장,경상북도 경주시 산내면 대현리 479,영업중,35.72,129.07,5.0,경상북도
286,청석들오토캠핑,일반야영장,경상북도 경주시 산내면 대현리 465,영업중,35.72,129.07,5.0,경상북도
287,그림나래 힐링캠프,"일반야영장,카라반",충청남도 태안군 근흥면 용신리 41-6번지,영업중,36.72,126.24,5.0,충청남도
288,그림나래 힐링캠프,"일반야영장,카라반",충청남도 태안군 근흥면 용신리 41번지,직권말소,36.72,126.24,5.0,충청남도
289,글램바오캠핑장,"자동차야영장,글램핑",경기도 가평군 가평읍 금대리 303-2번지,영업중,37.77,127.54,1.0,경기도
290,글램바오캠핑장,"자동차야영장,글램핑",경기도 가평군 가평읍 금대리 302-15번지,영업중,37.77,127.54,1.0,경기도
291,글램바오캠핑장,"자동차야영장,글램핑",경기도 가평군 가평읍 금대리 302-10,영업중,37.77,127.54,1.0,경기도
292,남이섬 베스트캠핑장,"일반야영장,자동차야영장,카라반,글램핑",경기도 가평군 가평읍 금대리 303-2번지,영업중,37.77,127.54,5.0,경기도
293,남이섬 베스트캠핑장,"일반야영장,자동차야영장,카라반,글램핑",경기도 가평군 가평읍 금대리 302-15번지,영업중,37.77,127.54,5.0,경기도
294,남이섬 베스트캠핑장,"일반야영장,자동차야영장,카라반,글램핑",경기도 가평군 가평읍 금대리 302-10,영업중,37.77,127.54,5.0,경기도
295,와이와이글램핑,"자동차야영장,글램핑",경기도 가평군 가평읍 금대리 303-2번지,영업중,37.77,127.54,0.0,경기도
296,와이와이글램핑,"자동차야영장,글램핑",경기도 가평군 가평읍 금대리 302-15번지,영업중,37.77,127.54,0.0,경기도
297,와이와이글램핑,"자동차야영장,글램핑",경기도 가평군 가평읍 금대리 302-10,영업중,37.77,127.54,0.0,경기도
298,남이섬힐링 캠핑장,"자동차야영장,글램핑",경기도 가평군 가평읍 금대리 303-2번지,영업중,37.77,127.54,0.0,경기도
299,남이섬힐링 캠핑장,"자동차야영장,글램핑",경기도 가평군 가평읍 금대리 302-15번지,영업중,37.77,127.54,0.0,경기도
300,남이섬힐링 캠핑장,"자동차야영장,글램핑",경기도 가평군 가평읍 금대리 302-10,영업중,37.77,127.54,0.0,경기도
301,글램비글램핑,"일반야영장,카라반,글램핑",경기도 화성시 서신면 제부리 20-75,영업중,37.17,126.63,2.1,경기도
302,글램비글램핑,"일반야영장,카라반,글램핑",경기도 화성시 서신면 제부리 20-15 일대,영업중,37.17,126.63,2.1,경기도
303,글램비글램핑,"일반야영장,카라반,글램핑",경기도 화성시 서신면 제부리 3-68 외 2필지,영업중,37.17,126.63,2.1,경기도
304,카라반 캠프,"일반야영장,카라반",경기도 화성시 서신면 제부리 20-75,영업중,37.17,126.63,0.0,경기도
305,카라반 캠프,"일반야영장,카라반",경기도 화성시 서신면 제부리 20-15 일대,영업중,37.17,126.63,0.0,경기도
306,카라반 캠프,"일반야영장,카라반",경기도 화성시 서신면 제부리 3-68 외 2필지,영업중,37.17,126.63,0.0,경기도
307,글램퍼스양평,"일반야영장,글램핑",경기도 양평군 단월면 부안리 32-3 외 1필지,영업중,37.58,127.68,3.6,경기도
308,글램퍼스양평,"일반야영장,글램핑",경기도 양평군 단월면 부안리 27,영업중,37.58,127.68,3.6,경기도
309,마인드 글램퍼스,글램핑,경기도 양평군 단월면 부안리 32-3 외 1필지,영업중,37.58,127.68,0.0,경기도
310,마인드 글램퍼스,글램핑,경기도 양평군 단월면 부안리 27,영업중,37.58,127.68,0.0,경기도
311,글램핑 앤 카라반 (포항),"일반야영장,카라반",경상북도 포항시 남구 호미곶면 구만리 602-3,영업중,36.08,129.55,1.0,경상북도
312,글램핑 판,일반야영장,충청남도 부여군 옥산면 신안리 398번지,영업중,36.18,126.72,3.0,충청남도
313,글램핑스토리,"일반야영장,글램핑",경상남도 합천군 가야면 가천리 720,영업중,35.75,128.09,5.0,경상남도
314,글램핑앤카라반,"일반야영장,카라반,글램핑",경기도 양평군 단월면 부안리 55,영업중,37.59,127.68,3.5,경기도
315,글램핑코리아 애견캠핑장,"일반야영장,글램핑",경기도 양주시 백석읍 기산리 136-1 외3필지,폐업,37.77,126.96,0,경기도
316,금광관광농원 캠핑장,자동차야영장,경기도 안성시 금광면 현곡리 517번지 외 7필지,영업중,36.96,127.36,5.0,경기도
317,금동산야,일반야영장,경기도 포천시 신북면 금동리 217-4,영업중,37.94,127.13,4.0,경기도
318,금동산야,일반야영장,경기도 포천시 신북면 금동리 277-4번지,영업중,37.94,127.13,4.0,경기도
319,금동산야,일반야영장,경기도 포천시 신북면 금동리 156-4번지,영업중,37.94,127.13,4.0,경기도
